"GroupID","start_date","end_date","n_days","median_flow","event_AGWRC"
80,1999-04-08,1999-04-20,8,717.5,0.977505463523505
81,1999-05-30,1999-07-02,22,355,0.981457285482343
82,1999-11-12,1999-11-20,6,515.5,0.955497794606613
83,1999-12-26,2000-01-07,11,739,0.947996562518376
84,2000-03-02,2000-03-10,8,621,0.954125680777433
85,2000-05-04,2000-05-19,10,670,0.9431098236423
86,2000-09-08,2000-09-22,6,702,0.956112725472266
87,2000-10-12,2000-10-21,10,469,0.978344466085731
88,2001-01-01,2001-01-07,6,485,0.968855088531476
89,2001-03-01,2001-03-15,9,583,0.993441069206661
90,2001-04-26,2001-05-15,16,627.5,0.965631345565963
91,2002-02-12,2002-02-28,13,268,0.99534585203608
94,2003-05-25,2003-06-03,6,2600,0.941293540476437
96,2003-08-19,2003-08-29,6,834.5,0.928727833548867
97,2004-01-02,2004-01-10,7,1730,0.959831221820893
99,2005-02-01,2005-02-20,13,859,0.984772760472789
100,2005-05-07,2005-05-18,9,990,0.954102653852629
101,2005-09-20,2005-10-06,12,315.5,0.986487898659776
102,2006-03-06,2006-04-05,23,724,0.987251985718896
104,2006-05-26,2006-06-11,12,461,0.981761268740431
105,2006-08-07,2006-08-28,17,358,0.986739537366609
107,2007-01-16,2007-02-19,20,1170,0.976925423403428
109,2007-05-16,2007-06-11,13,822,0.986201409814312
110,2007-09-20,2007-10-18,20,306.5,0.99154201753993
111,2007-12-02,2007-12-15,6,334,0.996748804917176
112,2008-02-23,2008-03-02,9,690,0.960609950057513
113,2008-07-28,2008-08-13,9,277,0.986637825800804
114,2008-12-28,2009-01-02,6,700,0.950084814217806
116,2009-02-16,2009-03-04,11,544,0.989833366342997
117,2009-06-28,2009-07-16,13,536,0.974440204840552
118,2009-09-09,2009-09-22,10,289,0.997614565936427
119,2010-02-09,2010-02-18,9,1540,0.976356738146092
120,2010-04-15,2010-05-10,17,1060,0.971985689548554
121,2010-10-13,2010-10-26,9,441,0.98033238843885
123,2011-02-13,2011-02-21,8,587.5,0.966716951034006
124,2012-01-31,2012-02-16,13,1110,0.976175978476565
125,2012-03-12,2012-03-19,8,1235,0.952628597853465
126,2012-04-12,2012-04-17,6,860.5,0.971067907077532
127,2012-10-07,2012-10-19,9,409,0.982010184662482
128,2012-11-26,2012-12-19,16,405,0.994514740271003
131,2013-05-20,2013-06-03,11,1170,0.955984197132204
132,2013-09-12,2013-09-20,6,568.5,0.988374983737639
133,2014-07-27,2014-08-10,7,504,0.973679362134067
134,2014-09-13,2014-10-04,15,349,0.991691876985102
136,2016-03-18,2016-04-06,13,1250,0.98124753016733
137,2016-04-11,2016-04-26,13,869,0.983284563000024
138,2016-09-06,2016-09-16,7,359,0.979301269329645
140,2017-02-12,2017-02-27,13,656,0.98058755161924
141,2017-12-07,2017-12-29,16,316.5,0.988828217710831
142,2018-03-11,2018-03-19,8,608,0.968246156067843
145,2019-03-28,2019-04-08,9,2080,0.957178321292274
146,2019-11-15,2019-11-23,8,448,0.990764413812091
148,2020-02-24,2020-03-12,17,852,0.973368548945428
151,2021-01-14,2021-01-24,8,1270,0.960596271711528
152,2021-03-10,2021-04-08,22,1500,0.990216833983357
153,2021-04-24,2021-05-14,14,1065,0.981985531276964
156,2021-12-04,2021-12-27,18,517,0.99137056998593
158,2022-03-21,2022-04-04,8,1205,0.983688280507883
159,2022-12-02,2022-12-13,11,563,0.987241996009179
161,2023-01-29,2023-02-11,11,871,0.987942634621305
162,2023-04-06,2023-04-22,14,761.5,0.973755289342645
163,2023-05-10,2023-05-27,17,608,0.962544739500043
164,2023-06-05,2023-06-18,7,362,0.977357480183661
165,2023-07-31,2023-08-19,12,325,0.985405422238318
168,2024-06-12,2024-06-23,12,424.5,0.957010905819945
170,2024-10-29,2024-11-11,13,594,0.988596851484282
171,2025-02-24,2025-03-15,16,1330,0.992491957730105
172,2025-03-29,2025-04-06,9,736,0.982129812101247
173,2025-04-13,2025-05-09,17,614,0.990357916481241
174,2025-08-29,2025-09-15,18,403.5,0.985788166998228
175,2026-04-07,2026-04-24,15,614,0.974517359158057
