"GroupID","start_date","end_date","n_days","median_flow","event_AGWRC"
68,1975-11-22,1975-12-05,13,96,0.982379398606796
70,1976-04-13,1976-04-24,11,142,0.960436292630049
73,1983-07-05,1983-07-21,14,102,0.967103359886776
74,1984-09-10,1984-09-27,12,69.5,0.977284038905603
76,1985-03-16,1985-03-21,6,124.5,0.971093259767658
77,1985-09-15,1985-10-01,14,71.5,0.973689267494702
78,1986-03-26,1986-04-13,15,215,0.965900666901149
79,1986-09-23,1986-10-08,11,58,0.974024304495689
80,1987-02-06,1987-02-20,8,419,0.935281092533659
81,1987-05-09,1987-05-18,10,405.5,0.960934364118808
82,1987-06-02,1987-06-29,14,162.5,0.969437476469178
83,1987-09-28,1987-10-10,7,105,0.984624572345325
85,1990-01-16,1990-01-23,6,379.5,0.954916335414639
86,1990-06-09,1990-07-07,19,213,0.963221682268929
87,1990-11-18,1990-12-01,14,201.5,0.973655223944404
88,1991-01-26,1991-02-12,12,267,0.977227006424606
89,1991-09-24,1991-10-07,7,46,0.980592793594098
90,1992-01-26,1992-02-08,12,120,0.979293574222072
91,1992-03-17,1992-04-03,7,375,0.991739101364028
93,1993-04-04,1993-04-19,6,700.5,0.96551313925252
94,1993-07-18,1993-07-31,7,117,0.964945332959251
95,1994-05-14,1994-05-23,7,289,0.966849622387012
96,1994-09-01,1994-09-16,12,152,0.951864516745787
97,1995-03-30,1995-04-23,21,160,0.981859337019111
98,1995-07-31,1995-08-18,13,102,0.970500475305927
100,1998-08-21,1998-09-11,9,66,0.975643386669332
101,1998-10-19,1998-10-30,7,67,0.995819466138386
102,1999-05-26,1999-06-15,16,90.5,0.964444396950666
103,2000-10-04,2000-11-07,24,67,0.982209683093438
104,2002-02-15,2002-03-01,14,66.4,0.976108094874913
105,2004-02-29,2004-03-29,17,310,0.990619239145857
106,2004-10-21,2004-11-03,9,268,0.984527160544123
107,2005-05-04,2005-05-17,9,253,0.975777880886365
108,2005-09-07,2005-09-24,12,62.4,0.984563132502963
109,2005-10-29,2005-11-13,12,86.2,0.990397619547918
110,2006-03-04,2006-04-06,19,138,0.986519964179922
111,2006-07-24,2006-08-06,7,129,0.963854881299211
114,2008-06-07,2008-06-20,8,58.35,0.976227031332859
116,2008-09-18,2008-09-25,5,30.9,0.98153078738766
118,2010-04-14,2010-05-09,18,287,0.969351671684966
119,2010-09-07,2010-09-25,13,60.7,0.985482279189485
120,2012-11-18,2012-12-14,16,58.05,0.996885105628869
124,2016-01-03,2016-01-18,8,466.5,0.993125826192595
126,2016-04-12,2016-04-20,9,274,0.976906679698095
127,2016-08-18,2016-08-30,6,134,0.964134405573846
128,2016-10-26,2016-11-21,20,130.5,0.987862031487224
130,2019-03-20,2019-04-04,10,348,0.973676903093693
132,2020-02-24,2020-03-01,5,340,0.981999858625011
133,2020-07-03,2020-07-20,9,244,0.969669990457794
134,2021-01-09,2021-01-24,10,370.5,0.965139559407001
135,2021-05-09,2021-05-24,11,240,0.980036376673037
136,2021-10-10,2021-10-24,9,119,0.986489933946591
137,2021-11-20,2021-12-09,13,115,0.994741436547632
138,2022-10-16,2022-10-30,9,104,0.992179374698482
141,2023-11-04,2023-11-20,10,81.55,0.999243577953775
142,2024-04-19,2024-05-04,9,164,0.945598859668055
144,2026-04-11,2026-04-27,12,121,0.980551652630388
