"GroupID","start_date","end_date","n_days","median_flow","event_AGWRC"
131,2001-05-04,2001-05-17,9,1140,0.968418858999217
132,2001-07-14,2001-07-26,6,907,0.982710376262776
133,2001-10-21,2001-11-21,18,427,0.998598675788222
134,2001-12-19,2002-01-06,17,430,0.971988836205448
135,2003-01-16,2003-02-18,24,1855,0.97978911852704
136,2004-01-03,2004-01-17,13,3210,0.96634358995816
137,2004-02-25,2004-03-16,17,3590,0.986550412267226
138,2004-05-01,2004-05-15,8,3375,0.954529322254019
139,2004-10-10,2004-10-20,8,2085,0.968791076474913
140,2005-02-02,2005-02-22,12,1995,0.994069097448214
142,2005-11-03,2005-11-11,6,967,0.978062984265297
143,2006-03-03,2006-04-03,22,1380,0.983054555556998
144,2006-05-06,2006-05-10,5,1560,0.976069042433207
146,2006-09-22,2006-10-01,8,1085,0.981062027318726
147,2006-12-10,2006-12-14,5,2290,0.97058142798985
148,2007-01-21,2007-02-05,13,2080,0.974405998566659
149,2007-05-02,2007-05-10,7,2690,0.962172577826718
150,2007-06-26,2007-07-12,9,1010,0.986500993623449
151,2007-11-24,2007-12-06,9,574,0.996981609331754
155,2009-02-21,2009-03-14,13,986,0.983472144587583
156,2009-07-07,2009-07-20,9,825,0.97306359719133
157,2009-08-24,2009-09-10,9,467,0.974331822920204
160,2010-09-01,2010-09-16,9,403,0.983299888771881
161,2011-02-09,2011-02-20,9,1320,0.948572332635456
162,2012-01-01,2012-01-08,7,2790,0.937146760807637
163,2012-01-26,2012-02-02,6,2530,0.981576389874299
164,2012-04-08,2012-04-16,9,1720,0.962088599870763
165,2012-06-27,2012-07-11,7,665,0.973787247170877
166,2012-11-24,2012-12-07,13,960,0.977027236448861
167,2013-02-15,2013-02-24,9,1730,0.969512593391165
169,2013-09-09,2013-10-06,16,684,0.993320851246618
170,2013-10-31,2013-11-15,11,681,0.982720923236644
171,2014-01-19,2014-01-27,8,2900,0.931647268478885
173,2015-01-31,2015-02-14,11,1990,0.977508686053781
175,2016-08-26,2016-09-18,11,658,0.977538062829756
176,2017-02-08,2017-03-13,16,1115,0.981102986801959
180,2018-12-10,2018-12-14,5,3130,0.974731033082913
182,2019-01-31,2019-02-11,10,3885,0.954777638198064
183,2019-04-03,2019-04-12,8,3510,0.97624003978185
185,2020-02-11,2020-02-25,12,2980,0.927158570846658
187,2021-01-14,2021-01-25,12,2515,0.960180968084843
188,2021-03-17,2021-03-30,12,2535,0.98138763891955
189,2021-05-14,2021-05-25,12,1430,0.967951552038754
190,2021-10-15,2021-10-23,7,1190,0.952778506873374
191,2021-11-28,2021-12-10,10,1155,0.977281065210129
192,2021-12-16,2021-12-29,8,854,0.992709697744904
194,2022-11-29,2022-12-05,5,1170,0.969547440619549
195,2023-03-10,2023-03-21,9,2130,0.953659555633652
196,2023-03-31,2023-04-20,13,1500,0.97897620226276
198,2024-04-25,2024-05-01,6,1640,0.953454956501345
200,2024-10-16,2024-10-25,10,1445,0.95785866701409
201,2024-10-31,2024-11-14,11,944,0.987214969464537
202,2024-12-16,2024-12-30,11,1580,0.963982204067322
203,2025-04-13,2025-05-02,14,1565,0.971500286360864
204,2025-09-02,2025-09-15,12,660,0.983042318880004
205,2025-09-28,2025-10-11,7,595,0.982958021020216
206,2025-12-27,2026-01-08,10,696.5,0.978523938875542
207,2026-03-25,2026-04-14,18,1555,0.969772644709356
