"GroupID","start_date","end_date","n_days","median_flow","event_AGWRC"
74,1960-09-27,1960-10-13,14,304,0.977909309350223
75,1961-05-27,1961-06-04,9,620,0.954829464879569
76,1962-01-26,1962-02-17,13,794,0.976101397205202
77,1963-04-07,1963-04-21,14,762.5,0.971938555047769
79,1964-05-22,1964-06-07,10,385,0.978593375697633
80,1964-11-01,1964-11-10,6,222.5,0.983217181099983
81,1964-12-31,1965-01-22,13,605,0.994206069169245
82,1966-03-22,1966-04-09,12,355,0.977856046839889
83,1966-06-14,1966-07-04,13,255,0.968766992270205
85,1967-01-12,1967-02-10,20,771.5,0.987405946299012
86,1967-04-07,1967-05-05,22,549.5,0.976709652320955
87,1967-05-25,1967-06-18,20,480.5,0.971086440915572
88,1967-09-06,1967-09-26,14,293.5,0.977447820959035
89,1967-11-03,1967-11-16,14,460.5,0.963348522523609
90,1968-04-07,1968-04-23,11,720,0.976257654793198
91,1968-09-15,1968-10-05,15,177,0.987721247485405
92,1969-04-20,1969-05-07,14,380,0.971217643296259
94,1970-11-28,1970-12-07,6,596,0.956718632862431
95,1971-03-14,1971-03-25,7,1050,0.973442091212002
96,1971-04-22,1971-05-05,10,614,0.964442493244234
97,1971-07-19,1971-07-29,7,365,0.98499238802048
98,1971-11-10,1971-11-23,12,523.5,0.968793735395747
99,1971-12-19,1972-01-01,8,478.5,0.973736087425803
102,1972-09-09,1972-09-24,10,426.5,0.98911849982895
103,1973-01-09,1973-01-17,8,1250,0.963025818759369
104,1973-04-18,1973-04-24,6,1500,0.940885939960419
105,1973-05-07,1973-05-22,9,1130,0.961543376605916
106,1973-10-14,1973-10-26,9,353,0.993661795900904
107,1973-11-14,1973-11-24,10,425.5,0.980575775730868
108,1974-02-09,1974-02-18,10,937,0.971493658444105
109,1974-04-15,1974-04-29,10,774.5,0.962602561858081
110,1974-07-14,1974-07-23,10,347.5,0.985474845085034
111,1974-09-21,1974-10-15,17,347,0.982429126512193
112,1975-04-08,1975-04-22,11,943,0.970070735304349
114,1975-11-27,1975-12-24,21,496,0.988796178632585
116,1976-04-19,1976-05-09,17,467,0.987660539157596
117,1976-07-01,1976-07-11,6,380,0.977460801118473
118,1976-11-11,1976-12-06,18,618,0.99557983910918
119,1977-04-23,1977-05-28,25,376,0.982306808718696
120,1978-02-06,1978-02-15,6,890,0.958965626749196
121,1978-04-09,1978-04-25,14,931,0.967865984798391
123,1978-09-05,1978-09-21,15,298,0.987618192267088
125,1979-10-26,1979-11-01,6,1175,0.96108324248489
126,1979-12-05,1979-12-16,9,1040,0.959091256508393
127,1980-01-02,1980-01-10,7,780,0.98544428355048
129,1980-06-04,1980-07-20,32,430,0.983943662090311
130,1980-12-01,1980-12-19,12,251.5,0.990624004414743
131,1981-03-09,1981-04-17,25,314,0.996300076431121
132,1981-08-17,1981-08-29,13,201,0.982102287540187
133,1981-09-23,1981-10-09,11,185,0.992638433023328
134,1981-11-05,1981-11-30,21,275,0.991432450140044
135,1982-05-08,1982-05-15,8,603,0.951890012366483
136,1982-08-25,1982-09-19,22,365,0.985008577556003
137,1982-10-02,1982-10-24,10,329,0.995652678472804
138,1982-12-29,1983-01-18,14,477.5,0.981572665335718
139,1983-05-08,1983-05-14,6,954.5,0.955287404133394
140,1984-05-16,1984-05-22,7,1170,0.949035543337352
141,1984-09-09,1984-09-27,17,415,0.9848026925715
142,1984-10-06,1984-10-21,10,387,0.996104913039062
143,1984-11-08,1984-11-27,16,438.5,0.999103941537277
144,1985-01-15,1985-01-26,9,650,0.954784872791415
145,1985-03-08,1985-03-16,7,814,0.970063912620179
147,1985-09-08,1985-10-05,21,353,0.98759879321079
148,1985-12-27,1986-01-16,16,650.5,0.98178353711072
150,1986-03-28,1986-04-04,8,758.5,0.965827918126201
151,1986-04-28,1986-05-18,18,568.5,0.976582885034595
154,1987-07-17,1987-08-03,14,334.5,0.981696163299789
155,1987-10-02,1987-10-11,8,484,0.973950382213307
156,1988-01-02,1988-01-16,9,700,0.947656425058711
157,1988-02-28,1988-03-23,17,481,0.987797313739484
159,1989-04-05,1989-04-18,10,552,0.968428858245731
160,1989-10-30,1989-11-15,12,817.5,0.971706186558756
162,1990-03-07,1990-03-15,9,772,0.974498806936507
163,1990-04-25,1990-05-09,10,718.5,0.985251894004017
164,1990-06-09,1990-07-07,16,466,0.970299450110014
165,1990-11-20,1990-12-01,12,535.5,0.973610835018491
166,1991-04-08,1991-04-12,5,1190,0.934550782043267
167,1991-04-27,1991-05-07,8,800.5,0.977247205800345
168,1991-05-28,1991-06-15,14,433.5,0.978801819714635
169,1991-09-04,1991-10-21,33,287,0.992234435863183
170,1991-12-13,1991-12-23,8,313,0.970812711784176
171,1992-01-20,1992-02-11,19,497,0.98198896559508
172,1992-03-30,1992-04-14,14,692.5,0.962515550064184
173,1992-07-07,1992-07-21,10,447,0.96984551287162
174,1992-08-04,1992-08-24,15,348,0.991771251098797
175,1992-10-03,1992-10-29,12,295.5,0.994356345000462
177,1993-08-11,1993-08-27,12,282,0.989479662153654
178,1994-05-24,1994-06-03,9,562,0.971254022830594
179,1994-09-04,1994-10-06,20,343.5,0.98842607960791
181,1994-12-16,1995-01-06,17,284,0.990300965056449
183,1995-08-19,1995-09-06,16,303.5,0.982340297199863
184,1995-11-21,1995-12-09,15,782,0.989927422216653
185,1996-04-15,1996-04-29,10,889,0.970614479342434
186,1996-10-27,1996-11-05,10,751,0.973419495172434
187,1997-03-25,1997-04-11,11,1050,0.957789323054818
189,1997-06-12,1997-06-20,5,602,0.956810505997537
190,1997-07-11,1997-07-20,10,312,0.984052308996214
191,1997-08-03,1997-08-19,10,315,0.988623401656865
193,1997-12-09,1997-12-20,9,437,0.992930287901412
195,1998-08-24,1998-09-06,13,325,0.985933198944722
196,1998-09-12,1998-10-07,15,290,0.995499025355366
197,1998-10-13,1998-11-09,17,265,0.996837334203857
198,1998-12-19,1998-12-31,7,229,0.997938776455349
200,1999-04-19,1999-05-07,11,386,0.989662196549193
201,1999-05-30,1999-06-12,11,301,0.965118332028925
202,1999-10-14,1999-10-25,9,481,0.965806559644381
203,1999-11-19,1999-11-25,5,362,0.989644109999992
204,2000-01-03,2000-01-18,11,439,0.989775643871592
205,2000-02-29,2000-03-08,9,587,0.957756643809253
207,2000-10-18,2000-11-06,16,337,0.986709938325631
208,2000-11-29,2000-12-13,10,303,0.993017776257846
210,2001-02-13,2001-03-12,15,474,0.999594034904828
211,2001-05-01,2001-05-14,11,466,0.976228074642684
212,2001-09-07,2001-09-23,9,176,0.989556132088834
213,2001-12-21,2002-01-01,6,188.5,0.98065224704824
214,2002-02-02,2002-02-28,16,166,0.994354321218251
215,2002-05-13,2002-05-26,9,395,0.934787252910365
216,2002-11-25,2002-12-02,7,583,0.893462159452983
218,2003-10-10,2003-10-14,5,910,0.97187507889669
219,2003-10-19,2003-11-04,14,810,0.987638343789257
220,2004-01-02,2004-01-10,7,1190,0.964712062564107
221,2004-01-15,2004-02-02,15,691,0.979685416237775
222,2004-03-26,2004-04-06,10,833.5,0.977958491251237
223,2004-04-30,2004-05-15,10,1015.5,0.966165838938647
224,2004-08-18,2004-09-05,11,278,0.98588800707935
225,2004-10-19,2004-11-02,7,619,0.995474228295434
227,2005-01-29,2005-02-12,11,650,0.984353865470808
228,2005-04-10,2005-04-17,5,1110,0.941321786846772
229,2005-06-13,2005-06-29,9,426,0.969235943757983
230,2005-09-22,2005-10-05,9,235,0.991811257084747
231,2006-03-05,2006-04-01,21,536,0.987740943056341
232,2006-05-23,2006-06-11,14,339,0.977577319006301
234,2006-12-08,2006-12-21,14,845,0.976781727300268
235,2007-01-20,2007-02-11,15,769,0.975525171427755
237,2007-06-12,2007-06-24,7,467,0.98198095024272
238,2007-09-20,2007-10-12,18,211.5,0.988014757324278
241,2008-03-27,2008-04-03,7,646,0.947065919890924
242,2008-10-06,2008-10-22,9,190,0.987497762758126
244,2009-02-17,2009-03-11,13,385,0.99185320420209
246,2009-07-09,2009-07-24,8,324,0.982173209009949
247,2010-04-11,2010-05-10,22,780,0.971261591821753
248,2010-09-08,2010-09-26,7,200,0.989826303658231
249,2010-10-12,2010-10-23,6,267,0.980932270578428
250,2011-02-12,2011-02-20,9,446,0.966852012784282
251,2012-02-06,2012-02-19,12,772.5,0.971806623085087
252,2012-04-06,2012-04-25,13,714,0.984516031792178
253,2012-10-10,2012-10-27,13,300,0.99266429170122
255,2013-04-26,2013-05-04,7,797,0.952338420876381
257,2013-10-21,2013-11-25,27,288,0.991758226067734
258,2014-01-17,2014-01-30,10,1070,0.952184692267839
259,2014-04-11,2014-04-28,11,1290,0.990643914020411
260,2014-09-13,2014-10-02,15,258,0.990106756962611
261,2014-10-26,2014-11-04,9,284,0.989144915423416
262,2014-11-09,2014-11-23,10,259,0.999399585307516
265,2016-03-05,2016-03-10,5,1370,0.944596283084621
266,2016-04-04,2016-04-26,17,682,0.98180785159561
268,2016-10-17,2016-11-12,12,297.5,0.99115287719572
270,2017-02-14,2017-02-26,12,444,0.981717527437494
271,2017-09-09,2017-10-08,13,230,0.99132272393221
272,2017-11-10,2018-01-01,33,231,0.992095587228049
273,2018-03-06,2018-03-16,9,488,0.953395033084714
275,2019-01-06,2019-01-18,9,1530,0.950431802257422
276,2019-05-22,2019-06-08,9,718,0.977935634305186
277,2019-09-09,2019-09-25,13,315,0.98532461738965
279,2019-12-17,2020-01-02,14,567,0.961553978056132
280,2020-02-26,2020-03-22,17,602,0.981084650214728
282,2021-03-10,2021-04-10,23,1280,0.98908232934689
283,2021-05-10,2021-05-21,12,689,0.976542231495415
285,2021-11-29,2021-12-20,18,389,0.98152035470161
287,2022-04-11,2022-05-03,14,1035,0.977092942047524
288,2022-09-18,2022-09-28,9,287,0.97818341275993
291,2023-01-03,2023-02-11,28,731,0.99562125522463
293,2023-04-07,2023-04-21,12,586,0.978933647768307
295,2023-06-04,2023-06-19,12,327,0.976943086554568
297,2023-08-17,2023-09-05,14,199,0.992271361757631
298,2024-02-23,2024-02-27,5,810,0.974488922230422
299,2024-03-07,2024-03-22,12,838,0.977973858471502
300,2024-04-23,2024-05-03,11,545,0.954439831957638
301,2024-06-13,2024-06-26,13,231,0.959220106308418
302,2024-10-16,2024-10-23,6,658.5,0.951628431535785
303,2024-10-29,2024-11-13,10,388,0.982135220643679
304,2024-11-20,2024-12-07,14,307,0.988196355548871
306,2025-04-20,2025-04-29,8,508.5,0.990028979891316
308,2025-08-28,2025-09-14,18,289,0.985891486102156
310,2026-04-10,2026-04-22,13,376,0.97444092442808
